trade_num,efilename,exfilename,tradedate,scriptname,nifty,sector,quantity,entryprice,slprice,entryreason,entrytime,exitprice,exittime,exitreason,tradetype,riskreward,profitloss,capital,mistakeslearning,papertrade
180,entry_JSWSTEEL_2019-01-09_9_49_56_AM.jpg,exit_JSWSTEEL_2019-01-09_9_49_56_AM.jpg,2019-01-09,JSWSTEEL,None,None,29,0.0,297.9,no trade Cancell.. slshort.,9_49_56_AM,294.5,9_49_56_AM,NONE,SHORT,0R,0.0,10000,missed by few pips. i always go for good RR but missed the boat because of that.,True
181,entry_tamo_2019-01-10_9_25_51_AM.jpg,exit_tamo_2019-01-10_9_25_51_AM.jpg,2019-01-10,tamo,None,None,77,185.9,187.3,short,9_25_51_AM,185.8,9_25_51_AM,no movement.,SHORT,-0.07R,-7.7,10000,no movement.,True
182,entry_TAMO_2019-01-10_9_28_25_AM.jpg,NONE,2019-01-10,TAMO,None,None,43,185.6,187.3,no movement short,9_28_25_AM,185.0,9_28_25_AM,no movement,SHORT,-0.26R,-25.8,10000,no movement,True
183,entry_VOLTAS_2019-01-10_9_32_07_AM.jpg,NONE,2019-01-10,VOLTAS,None,None,23,527.9,523.5,long sl order,9_32_07_AM,0.0,9_32_07_AM,NONE,LONG,0R,0.0,10000,My learnings from this trade,True
184,entry_sun_2019-01-10_9_33_40_AM.jpg,NONE,2019-01-10,sun,None,None,12,0.0,458.9,short sl order,9_33_40_AM,450.7,9_33_40_AM,NONE,SHORT,0R,0.0,10000,My learnings from this trade,True
185,entry_chennpetro_2019-01-10_9_37_49_AM.jpg,exit_chennpetro_2019-01-10_9_37_49_AM.jpg,2019-01-10,chennpetro,None,None,38,265.8,269.4,short sl order,9_37_49_AM,266.8,9_37_49_AM,no movement. exited.,SHORT,0.38R,38.0,10000,no movement. exited.,True
186,entry_mcDowell_2019-01-10_9_42_53_AM.jpg,exit_mcDowell_2019-01-10_9_42_53_AM.jpg,2019-01-10,mcDowell,None,None,17,579.0,573.0,no trade long slorder,9_42_53_AM,0.0,9_42_53_AM,no trade  NONE,LONG,0R,0.0,10000,no trade ,True
187,entry_jswsteel_2019-01-10_9_44_42_AM.jpg,exit_jswsteel_2019-01-10_9_44_42_AM.jpg,2019-01-10,jswsteel,None,None,33,0.0,297.7,no trade sl order short,9_44_42_AM,294.7,9_44_42_AM,NONE,SHORT,0R,0.0,10000,no trade.,True
188,entry_ITC_2019-01-10_9_48_36_AM.jpg,NONE,2019-01-10,ITC,None,None,29,0.0,300.7,slorder,9_48_36_AM,297.3,9_48_36_AM,NONE,SHORT,0R,0.0,10000,My learnings from this trade,True
189,entry_hexa_2019-01-10_9_59_00_AM.jpg,exit_hexa_2019-01-10_9_59_00_AM.jpg,2019-01-10,hexa,None,None,30,320.0,333.3,short.,9_59_00_AM,330.0,9_59_00_AM,booked around market close.,SHORT,3.03R,300.0,10000,This stock was showing no movement till 1PM and was simply consolidating in range. and gave breakout to down in afternoon session.,True
190,entry_VGUARD_2019-01-11_9_30_15_AM.jpg,NONE,2019-01-11,VGUARD,None,None,37,204.6,201.9,sl long.,9_30_15_AM,0.0,9_30_15_AM,NONE,LONG,0R,0.0,10000,My learnings from this trade,True
191,entry_LT_2019-01-11_9_32_37_AM.jpg,NONE,2019-01-11,LT,None,None,8,1376.3,1364.3,exit.long sl order,9_32_37_AM,1373.0,9_32_37_AM,NONE,LONG,-0.27R,-26.4,10000,...,True
192,entry_JSWSTEEL_2019-01-11_9_33_54_AM.jpg,NONE,2019-01-11,JSWSTEEL,None,None,29,0.0,298.0,sl order short,9_33_54_AM,294.5,9_33_54_AM,NONE,SHORT,0R,0.0,10000,Just missed this by .30 paise. but it is necessary to ensure good RR.,True
193,entry_MCDOWELL_2019-01-11_9_35_14_AM.jpg,NONE,2019-01-11,MCDOWELL,None,None,18,578.5,573.0,long sl order,9_35_14_AM,0.0,9_35_14_AM,NONE,LONG,0R,0.0,10000,..,True
194,entry_TORNTPOWER_2019-01-11_9_41_19_AM.jpg,NONE,2019-01-11,TORNTPOWER,None,None,27,0.0,270.8,short. ,9_41_19_AM,267.1,9_41_19_AM,NONE,SHORT,0R,0.0,10000,short,True
195,entry_PEL_2019-01-11_9_42_23_AM.jpg,NONE,2019-01-11,PEL,None,None,5,0.0,2372.0,slorder short,9_42_23_AM,2352.0,9_42_23_AM,NONE,SHORT,0R,0.0,10000,Sl order.,True
196,entry_TAMO_2019-01-11_9_44_05_AM.jpg,exit_TAMO_2019-01-11_9_44_05_AM.jpg,2019-01-11,TAMO,None,None,50,180.0,187.8,sl order short.,9_44_05_AM,185.8,9_44_05_AM,Booked full around market close.,SHORT,2.9R,290.0,10000,short.near resistance. good trade. but only thing is to hold on to it little longer.,True
197,entry_SUNPHARMA_2019-01-11_9_57_42_AM.jpg,NONE,2019-01-11,SUNPHARMA,None,None,22,0.0,460.7,no trade. slorder short,9_57_42_AM,456.1,9_57_42_AM,NONE,SHORT,0R,0.0,10000,short. price did not reach the level.,True
198,entry_LT_2019-01-11_10_07_09_AM.jpg,exit_LT_2019-01-11_10_07_09_AM.jpg,2019-01-11,LT,None,None,10,1374.2,1364.3,SL entry . long,10_07_09_AM,0.0,10_07_09_AM,NONE,LONG,-0.02R,-2.0,10000,Good that i exited early. long. markets are not recovering.,True
199,entry_TAMO_2019-01-11_10_09_07_AM.jpg,exit_TAMO_2019-01-11_10_10_07_AM.jpg,2019-01-11,TAMO,None,None,77,0.0,187.8,Missed this trade. short.,10_09_07_AM,186.5,10_10_07_AM,NONE,SHORT,0R,0.0,10000,Missed this trade. short. it did not pull back little. missed by .50points.,True
200,entry_NIIT_2019-01-15_9_29_46_AM.jpg,NONE,2019-01-15,NIIT,None,None,8,1219.4,1232.0,cancell. this. short,9_29_46_AM,0.0,9_29_46_AM,NONE,,0R,0.0,10000,My learnings from this trade.,True
201,entry_sun_2019-01-15_9_37_15_AM.jpg,NONE,2019-01-15,sun,None,None,28,0.0,459.2,short,9_37_15_AM,455.6,9_37_15_AM,NONE,SHORT,0R,0.0,10000,logged,True
202,entry_LT_2019-01-15_9_38_46_AM.jpg,NONE,2019-01-15,LT,None,None,5,1309.7,1290.9,long.,9_38_46_AM,0.0,9_38_46_AM,NONE,LONG,0R,0.0,10000,long,True
203,entry_EDELWEISS_2019-01-15_9_40_14_AM.jpg,NONE,2019-01-15,EDELWEISS,None,None,37,0.0,185.7,sohrt,9_40_14_AM,183.0,9_40_14_AM,NONE,SHORT,0R,0.0,10000,short,True
204,entry_BPCL_2019-01-15_9_41_41_AM.jpg,NONE,2019-01-15,BPCL,None,None,22,333.4,328.8,long,9_41_41_AM,0.0,9_41_41_AM,NONE,LONG,0R,0.0,10000,long,True
205,entry_RELCAPITAL_2019-01-15_9_43_35_AM.jpg,NONE,2019-01-15,RELCAPITAL,None,None,31,0.0,226.1,short  sl order,9_43_35_AM,222.9,9_43_35_AM,NONE,SHORT,0R,0.0,10000,My learnings from this trad,True
206,entry_CHENN_2019-01-15_9_46_54_AM.jpg,NONE,2019-01-15,CHENN,None,None,30,0.0,270.4,short.,9_46_54_AM,267.1,9_46_54_AM,NONE,SHORT,0R,0.0,10000,sl order,True
207,entry_PEL_2019-01-15_9_51_28_AM.jpg,NONE,2019-01-15,PEL,None,None,3,0.0,2375.1,short,9_51_28_AM,2343.4,9_51_28_AM,NONE,SHORT,0R,0.0,10000,sl order,True
208,entry_VOLTAS_2019-01-15_10_57_51_AM.jpg,exit_VOLTAS_2019-01-15_10_57_51_AM.jpg,2019-01-15,VOLTAS,None,None,18,529.0,523.4,long,10_57_51_AM,531.5,10_57_51_AM,NONE,LONG,0.45R,45.0,10000,not a good move on long,True
209,entry_pel_2019-01-16_9_22_07_AM.jpg,exit_pel_2019-01-16_9_22_07_AM.jpg,2019-01-16,pel,None,None,3,2375.3,2375.3,short,9_22_07_AM,2345.0,9_22_07_AM,sl hit,SHORT,-1R,-90.9,10000,SL hit. for this but it's OKAY,True
210,entry_reliance_2019-01-16_9_22_47_AM.jpg,exit_reliance_2019-01-16_9_22_47_AM.jpg,2019-01-16,reliance,None,None,6,1132.4,1158.0,short,9_22_47_AM,1142.0,9_22_47_AM,no movement. flat markets. but sl did not hit.,SHORT,0.6R,57.6,10000,no movement. flat markets.,True
211,entry_TAMO_2019-01-16_9_23_50_AM.jpg,exit_TAMO_2019-01-16_9_23_50_AM.jpg,2019-01-16,TAMO,None,None,38,184.5,187.6,shirot,9_23_50_AM,185.0,9_23_50_AM,flat markets.,SHORT,0.19R,19.0,10000,order. no movement . flat markets,True
212,entry_SUN_2019-01-16_9_30_05_AM.jpg,NONE,2019-01-16,SUN,None,None,16,450.0,460.3,short,9_30_05_AM,454.0,9_30_05_AM,exited.,SHORT,0.63R,64.0,10000,sl order.. booked but honestly not possible. but even my Sl is protected. that is good thing.,True
213,entry_TAMO_2019-01-16_9_38_22_AM.jpg,NONE,2019-01-16,TAMO,None,None,63,184.5,187.6,sl entry,9_38_22_AM,186.0,9_40_22_AM,no movement in stock.,SHORT,0.94R,94.5,10000,sl.  booked full.markets were very flat.,True
214,entry_MACDOWELL_2019-01-17_9_21_19_AM.jpg,exit_MACDOWELL_2019-01-17_9_21_19_AM.jpg,2019-01-17,MACDOWELL,None,None,12,591.6,606.7,entry,9_21_19_AM,598.5,9_21_19_AM,booked,SHORT,0.84R,82.8,10000,one good trade. but in this case if I had not booked then it would be little less profit.,True
215,entry_adani ports_2019-01-17_9_22_30_AM.jpg,exit_adani ports_2019-01-17_9_22_30_AM.jpg,2019-01-17,adani_ports,None,None,28,392.6,392.6,sl order,9_22_30_AM,389.0,9_22_30_AM,SL HIT,SHORT,-1R,-100.8,10000,stop loss hit.but okay.,True
216,entry_bergerpaint_2019-01-17_9_23_33_AM.jpg,NONE,2019-01-17,bergerpaint,None,None,30,0.0,330.8,enry,9_23_33_AM,327.5,9_23_33_AM,NONE,SHORT,0R,0.0,10000,..,True
217,entry_bharafin_2019-01-17_9_24_29_AM.jpg,exit_bharafin_2019-01-17_9_24_29_AM.jpg,2019-01-17,bharafin,None,None,9,956.6,979.0,entry below resistance,9_24_29_AM,968.0,9_24_29_AM,NONE,SHORT,1.04R,102.6,10000,good move.,True
218,entry_TAMO_2019-01-17_9_25_42_AM.jpg,exit_TAMO_2019-01-17_9_25_42_AM.jpg,2019-01-17,TAMO,None,None,71,183.7,187.4,entry,9_25_42_AM,186.0,9_25_42_AM,NONE,SHORT,1.64R,163.3,10000,good move.,True
219,entry_SUN_2019-01-17_9_27_48_AM.jpg,exit_SUN_2019-01-17_9_27_48_AM.jpg,2019-01-17,SUN,None,None,15,423.5,460.6,entry,9_27_48_AM,453.8,9_27_48_AM,NONE,SHORT,4.46R,454.5,10000,Hell yeah. another good trade. do i have patience for it.?,True
220,entry_RAYMOND_2019-01-17_9_39_09_AM.jpg,NONE,2019-01-17,RAYMOND,None,None,8,0.0,846.6,sl order,9_39_09_AM,834.0,9_39_09_AM,NONE,SHORT,0R,0.0,10000,..,True
221,entry_reliance_2019-01-17_9_52_26_AM.jpg,exit_reliance_2019-01-17_9_52_26_AM.jpg,2019-01-17,reliance,None,None,10,1130.7,1159.0,taking trades according to system,9_52_26_AM,1148.9,9_52_26_AM,NONE,SHORT,1.8R,182.0,10000,...a one good trade. but i do need to wait till afternoon,True
222,entry_tataelexi_2019-01-25_9_17_39_AM.jpg,exit_tataelexi_2019-01-25_9_17_39_AM.jpg,2019-01-25,tataelexi,None,None,13,927.0,919.0,entry,9_17_39_AM,936.8,9_17_39_AM,booked.,LONG,1.23R,127.4,10000,booked early.as market was not moving up,True
223,entry_YESBANK_2019-01-25_9_23_44_AM.jpg,exit_YESBANK_2019-01-25_9_23_44_AM.jpg,2019-01-25,YESBANK,None,None,27,218.5,233.7,short,9_23_44_AM,230.0,9_23_44_AM,NONE,SHORT,3.11R,310.5,10000,Booked at the end  of the day.,True
224,entry_LT_2019-01-25_9_27_06_AM.jpg,exit_LT_2019-01-25_9_27_06_AM.jpg,2019-01-25,LT,None,None,8,0.0,1331.0,entry,9_27_06_AM,1318.0,9_27_06_AM,NONE,SHORT,0R,0.0,10000,.missed by 3 points.,True
225,entry_chennpetro_2019-01-25_9_31_38_AM.jpg,exit_chennpetro_2019-01-25_9_31_38_AM.jpg,2019-01-25,chennpetro,None,None,24,0.0,271.1,entry,9_31_38_AM,266.9,9_31_38_AM,NONE,SHORT,0R,0.0,10000,..OMG i just missed it by.5 points. holy shit.,True
226,entry_SBIN_2019-01-25_9_33_16_AM.jpg,exit_SBIN_2019-01-25_9_33_16_AM.jpg,2019-01-25,SBIN,None,None,62,284.0,291.1,entry,9_33_16_AM,289.5,9_33_16_AM,exited,SHORT,3.44R,341.0,10000,...Booked.,True
227,entry_mindtree_2019-01-25_9_38_31_AM.jpg,NONE,2019-01-25,mindtree,None,None,9,885.5,932.9,entry,9_38_31_AM,921.3,9_38_31_AM,NONE,SHORT,3.09R,322.2,10000,Booked. ,True
228,entry_mindtre_2019-01-25_9_44_53_AM.jpg,exit_mindtre_2019-01-25_9_44_53_AM.jpg,2019-01-25,mindtre,None,None,11,885.5,932.9,entry,9_44_53_AM,924.0,9_44_53_AM,Booked.,SHORT,4.33R,423.5,10000,I need to have patience to wait till that time.,True
229,entry_LT_2019-01-28_9_17_05_AM.jpg,NONE,2019-01-28,LT,None,None,7,1330.2,1330.2,SL hit as it went way above my zone and later moved down.,9_17_05_AM,1315.0,9_17_05_AM,NONE,SHORT,-1R,-106.4,10000,...SL hit. it is okay. part of the game.,True
230,entry_JSWSTEL_2019-01-28_9_19_33_AM.jpg,NONE,2019-01-28,JSWSTEL,None,None,50,270.0,268.0,exited long advanced positions.,9_19_33_AM,0.0,9_19_33_AM,NONE,LONG,0R,0.0,10000,..,True
231,NONE,NONE,2019-01-28,LT,None,None,10,1297.5,1330.2,entry,9_20_17_AM,1320.0,9_20_17_AM,NONE,SHORT,2.21R,225.0,10000,....,True
232,entry_muthhoot_2019-01-28_9_25_12_AM.jpg,NONE,2019-01-28,muthhoot,None,None,12,527.4,519.3,exited long advanced positions.,9_25_12_AM,0.0,9_25_12_AM,NONE,LONG,0R,0.0,10000,...,True
233,entry_repcohome_2019-01-28_9_28_45_AM.jpg,NONE,2019-01-28,repcohome,None,None,13,0.0,424.0,entry,9_28_45_AM,416.5,9_28_45_AM,NONE,SHORT,0R,0.0,10000,..,True
234,entry_LT_2019-01-28_9_45_54_AM.jpg,exit_LT_2019-01-28_9_45_54_AM.jpg,2019-01-28,LT,None,None,12,1295.0,1330.2,entry,9_45_54_AM,1322.0,9_45_54_AM,Made to the low. around 2 pm,SHORT,3.29R,324.0,10000,markets were very down and this was keeping in green and started moving down slowly.,True
235,entry_ESCORtS_2019-01-29_9_21_16_AM.jpg,NONE,2019-01-29,ESCORtS,None,None,38,651.0,648.4,Cancel. entry. long near spport. sl order,9_21_16_AM,0.0,9_21_16_AM,NONE,LONG,0R,0.0,10000,..,True
236,entry_amaraja_2019-01-29_9_35_19_AM.jpg,NONE,2019-01-29,amaraja,None,None,10,0.0,760.0,No Trade: entry. slorder,9_35_19_AM,750.3,9_35_19_AM,NONE,SHORT,0R,0.0,10000,..,True
237,entry_indigo_2019-01-29_9_53_48_AM.jpg,exit_indigo_2019-01-29_9_53_48_AM.jpg,2019-01-29,indigo,None,None,6,0.0,1197.5,NO TRADE: slorder,9_53_48_AM,1180.0,9_53_48_AM,exited all trades as markets were choppy.,SHORT,0R,0.0,10000,..,True
238,entry_jet_2019-01-30_9_18_42_AM.jpg,NONE,2019-01-30,jet,None,None,37,241.0,238.3,exit : all long. market looks weak.  ENTRY,9_18_42_AM,240.8,9_18_42_AM,NONE,LONG,-0.07R,-7.4,10000,....,True
239,entry_infratel_2019-01-30_9_20_54_AM.jpg,NONE,2019-01-30,infratel,None,None,24,287.8,301.1,entry,9_20_54_AM,297.0,9_20_54_AM,NONE,SHORT,2.24R,220.8,10000,...booked,True
240,entry_indigo_2019-01-30_9_21_57_AM.jpg,NONE,2019-01-30,indigo,None,None,8,1173.7,1193.8,entry sl order,9_21_57_AM,1181.3,9_21_57_AM,NONE,SHORT,0.61R,60.8,10000,...,True
241,entry_berger_2019-01-30_9_24_46_AM.jpg,exit_berger_2019-01-30_9_24_46_AM.jpg,2019-01-30,berger,None,None,20,311.1,306.2,exit : all long. market looks weak.  entry,9_24_46_AM,0.0,9_24_46_AM,NONE,LONG,0R,0.0,10000,Could have good profits it I would have stick to my system. got the move because market was very dull.,True
242,entry_jet_2019-01-30_9_36_35_AM.jpg,exit_jet_2019-01-30_9_36_35_AM.jpg,2019-01-30,jet,None,None,56,240.1,238.3,exit : all long. market looks weak. entry,9_36_35_AM,241.2,9_36_35_AM,NONE,LONG,0.61R,61.6,10000,....,True
243,entry_infratel_2019-01-30_9_39_09_AM.jpg,NONE,2019-01-30,infratel,None,None,20,287.8,301.1,entry,9_39_09_AM,296.0,9_39_09_AM,NONE,SHORT,1.61R,164.0,10000,Good trade.,True
244,entry_infratel_2019-01-30_9_50_23_AM.jpg,exit_infratel_2019-01-30_9_50_23_AM.jpg,2019-01-30,infratel,None,None,32,287.8,301.1,entry,9_50_23_AM,298.0,9_50_23_AM,Super trade.,SHORT,3.29R,326.4,10000,booked. super trade. exited at the high of 10 min candle.,True
245,entry_mindtree_2019-01-30_10_04_53_AM.jpg,NONE,2019-01-30,mindtree,None,None,7,0.0,935.8,no trade. entry,10_04_53_AM,921.3,10_04_53_AM,NONE,SHORT,0R,0.0,10000,..,True
246,entry_TVS_2019-02-01_9_30_26_AM.jpg,exit_TVS_2019-02-01_9_30_26_AM.jpg,2019-02-01,TVS,None,None,13,513.7,513.7,entry,9_30_26_AM,507.0,9_30_26_AM,NONE,SHORT,-1R,-87.1,8500,SL hit.,True
247,entry_petro net_2019-02-01_9_31_02_AM.jpg,exit_petro net_2019-02-01_9_31_02_AM.jpg,2019-02-01,petro_net,None,None,40,218.7,230.5,entry: Very good move despite the budget and volatility and green market.,9_31_02_AM,228,9_31_02_AM,NONE,SHORT,3.72R,372,10000,Very good move despite the budget and volatility and green market.,True
248,entry_TAMO_2019-02-01_9_31_32_AM.jpg,exit_TAMO_2019-02-01_9_31_32_AM.jpg,2019-02-01,TAMO,None,None,31,180.3,187.7,entry:SL did not hit. and that's the good thing for my range. defined.,9_31_32_AM,184.5,9_31_32_AM,NONE,SHORT,1.31R,130.2,10000,SL did not hit.,True
249,entry_LT_2019-02-01_9_31_58_AM.jpg,NONE,2019-02-01,LT,None,None,8,1320.0,1337.0,entry,9_31_58_AM,1324.0,9_31_58_AM,NONE,SHORT,0.31R,32.0,10000,Booked,True
250,entry_HEXA_2019-02-01_9_36_49_AM.jpg,NONE,2019-02-01,HEXA,None,None,27,352.7,352.7,,9_36_49_AM,349.0,9_36_49_AM,NONE,SHORT,-1R,-99.9,10000,...SLhit.,True
251,entry_hindpetro_2019-02-01_9_49_48_AM.jpg,exit_hindpetro_2019-02-01_9_49_48_AM.jpg,2019-02-01,hindpetro,None,None,31,233.2,230.0,entry,9_49_48_AM,230.0,9_49_48_AM,NONE,LONG,-1R,-99.2,10000,..sl hit. can be avoided if more by .50,True
252,entry_LT_2019-02-01_10_02_12_AM.jpg,exit_LT_2019-02-01_10_02_12_AM.jpg,2019-02-01,LT,None,None,13,1320.0,1337.0,entered again: it was just keeping there in smaller range.,10_02_12_AM,1329.0,10_02_12_AM,NONE,SHORT,1.13R,117.0,10000,...Today was just for trial. as it's budget day.,True
